Število naseljenih stanovanj po številu sob in številu oseb, obèine, Slovenija, veèletno;;;
;;;
OBÈINE;ŠTEVILO SOB;ŠTEVILO OSEB;2015
Bovec;2 sobi;6 oseb;5
Bovec;2 sobi;7 oseb ali veè;2
Bovec;3 sobe;Število oseb -SKUPAJ;359
Bovec;3 sobe;1 oseba;147
Bovec;3 sobe;2 osebi;87
Bovec;3 sobe;3 osebe;58
Bovec;3 sobe;4 osebe;44
Bovec;3 sobe;5 oseb;12
Bovec;3 sobe;6 oseb;10
Bovec;3 sobe;7 oseb ali veè;1
Bovec;4 sobe;Število oseb -SKUPAJ;264
Bovec;4 sobe;1 oseba;77
Bovec;4 sobe;2 osebi;65
Bovec;4 sobe;3 osebe;55
Bovec;4 sobe;4 osebe;42
Bovec;4 sobe;5 oseb;17
Bovec;4 sobe;6 oseb;6
Bovec;4 sobe;7 oseb ali veè;2
Bovec;5 sob ali veè;Število oseb -SKUPAJ;315
Bovec;5 sob ali veè;1 oseba;59
Bovec;5 sob ali veè;2 osebi;78
Bovec;5 sob ali veè;3 osebe;64
Bovec;5 sob ali veè;4 osebe;47
Bovec;5 sob ali veè;5 oseb;35
Bovec;5 sob ali veè;6 oseb;21
Bovec;5 sob ali veè;7 oseb ali veè;11
Braslovèe;Število sob - SKUPAJ;Število oseb -SKUPAJ;1659
Braslovèe;Število sob - SKUPAJ;1 oseba;289
Braslovèe;Število sob - SKUPAJ;2 osebi;353
Braslovèe;Število sob - SKUPAJ;3 osebe;333
Braslovèe;Število sob - SKUPAJ;4 osebe;313
Braslovèe;Število sob - SKUPAJ;5 oseb;180
Braslovèe;Število sob - SKUPAJ;6 oseb;113
Braslovèe;Število sob - SKUPAJ;7 oseb ali veè;78
Braslovèe;1 soba;Število oseb -SKUPAJ;55
Braslovèe;1 soba;1 oseba;24
Braslovèe;1 soba;2 osebi;10
Braslovèe;1 soba;3 osebe;7
Braslovèe;1 soba;4 osebe;7
Braslovèe;1 soba;5 oseb;4
Braslovèe;1 soba;6 oseb;1
Braslovèe;1 soba;7 oseb ali veè;2
Braslovèe;2 sobi;Število oseb -SKUPAJ;270
Braslovèe;2 sobi;1 oseba;85
Braslovèe;2 sobi;2 osebi;77
Braslovèe;2 sobi;3 osebe;46
Braslovèe;2 sobi;4 osebe;35
Braslovèe;2 sobi;5 oseb;18
Braslovèe;2 sobi;6 oseb;6
Braslovèe;2 sobi;7 oseb ali veè;3
Braslovèe;3 sobe;Število oseb -SKUPAJ;415
Braslovèe;3 sobe;1 oseba;89
Braslovèe;3 sobe;2 osebi;99
Braslovèe;3 sobe;3 osebe;101
Braslovèe;3 sobe;4 osebe;66
Braslovèe;3 sobe;5 oseb;33
Braslovèe;3 sobe;6 oseb;14
Braslovèe;3 sobe;7 oseb ali veè;13
Braslovèe;4 sobe;Število oseb -SKUPAJ;380
Braslovèe;4 sobe;1 oseba;58
Braslovèe;4 sobe;2 osebi;82
Braslovèe;4 sobe;3 osebe;78
Braslovèe;4 sobe;4 osebe;80
Braslovèe;4 sobe;5 oseb;45
Braslovèe;4 sobe;6 oseb;25
Braslovèe;4 sobe;7 oseb ali veè;12
Braslovèe;5 sob ali veè;Število oseb -SKUPAJ;539
Braslovèe;5 sob ali veè;1 oseba;33
Braslovèe;5 sob ali veè;2 osebi;85
Braslovèe;5 sob ali veè;3 osebe;101
Braslovèe;5 sob ali veè;4 osebe;125
Braslovèe;5 sob ali veè;5 oseb;80
Braslovèe;5 sob ali veè;6 oseb;67
Braslovèe;5 sob ali veè;7 oseb ali veè;48
Brda;Število sob - SKUPAJ;Število oseb -SKUPAJ;1739
Brda;Število sob - SKUPAJ;1 oseba;345
Brda;Število sob - SKUPAJ;2 osebi;345
Brda;Število sob - SKUPAJ;3 osebe;352
Brda;Število sob - SKUPAJ;4 osebe;341
Brda;Število sob - SKUPAJ;5 oseb;162
Brda;Število sob - SKUPAJ;6 oseb;120
Brda;Število sob - SKUPAJ;7 oseb ali veè;74
Brda;1 soba;Število oseb -SKUPAJ;41
Brda;1 soba;1 oseba;20
Brda;1 soba;2 osebi;8
Brda;1 soba;3 osebe;4
Brda;1 soba;4 osebe;7
Brda;1 soba;5 oseb;1
Brda;1 soba;6 oseb;0
Brda;1 soba;7 oseb ali veè;1
Brda;2 sobi;Število oseb -SKUPAJ;176
Brda;2 sobi;1 oseba;66
Brda;2 sobi;2 osebi;46
Brda;2 sobi;3 osebe;29
Brda;2 sobi;4 osebe;19
Brda;2 sobi;5 oseb;7
Brda;2 sobi;6 oseb;5
Brda;2 sobi;7 oseb ali veè;4
Brda;3 sobe;Število oseb -SKUPAJ;500
Brda;3 sobe;1 oseba;115
Brda;3 sobe;2 osebi;114
Brda;3 sobe;3 osebe;120
Brda;3 sobe;4 osebe;96
Brda;3 sobe;5 oseb;32
Brda;3 sobe;6 oseb;15
Brda;3 sobe;7 oseb ali veè;8
Brda;4 sobe;Število oseb -SKUPAJ;541
Brda;4 sobe;1 oseba;90
Brda;4 sobe;2 osebi;111
Brda;4 sobe;3 osebe;105
Brda;4 sobe;4 osebe;119
Brda;4 sobe;5 oseb;59
Brda;4 sobe;6 oseb;40
Brda;4 sobe;7 oseb ali veè;17
Brda;5 sob ali veè;Število oseb -SKUPAJ;481
Brda;5 sob ali veè;1 oseba;54
Brda;5 sob ali veè;2 osebi;66
Brda;5 sob ali veè;3 osebe;94
Brda;5 sob ali veè;4 osebe;100
Brda;5 sob ali veè;5 oseb;63
Brda;5 sob ali veè;6 oseb;60
Brda;5 sob ali veè;7 oseb ali veè;44
Brezovica;Število sob - SKUPAJ;Število oseb -SKUPAJ;3426
Brezovica;Število sob - SKUPAJ;1 oseba;545
Brezovica;Število sob - SKUPAJ;2 osebi;689
Brezovica;Število sob - SKUPAJ;3 osebe;673
Brezovica;Število sob - SKUPAJ;4 osebe;713
Brezovica;Število sob - SKUPAJ;5 oseb;398
Brezovica;Število sob - SKUPAJ;6 oseb;216
Brezovica;Število sob - SKUPAJ;7 oseb ali veè;192
Brezovica;1 soba;Število oseb -SKUPAJ;103
Brezovica;1 soba;1 oseba;41
Brezovica;1 soba;2 osebi;28
Brezovica;1 soba;3 osebe;19
Brezovica;1 soba;4 osebe;8
Brezovica;1 soba;5 oseb;4
Brezovica;1 soba;6 oseb;2
Brezovica;1 soba;7 oseb ali veè;1
Brezovica;2 sobi;Število oseb -SKUPAJ;394
Brezovica;2 sobi;1 oseba;129
Brezovica;2 sobi;2 osebi;102
Brezovica;2 sobi;3 osebe;67
Brezovica;2 sobi;4 osebe;47
Brezovica;2 sobi;5 oseb;32
Brezovica;2 sobi;6 oseb;6
Brezovica;2 sobi;7 oseb ali veè;11
Brezovica;3 sobe;Število oseb -SKUPAJ;801
Brezovica;3 sobe;1 oseba;153
Brezovica;3 sobe;2 osebi;210
Brezovica;3 sobe;3 osebe;174
Brezovica;3 sobe;4 osebe;157
Brezovica;3 sobe;5 oseb;56
Brezovica;3 sobe;6 oseb;28
Brezovica;3 sobe;7 oseb ali veè;23
Brezovica;4 sobe;Število oseb -SKUPAJ;923
Brezovica;4 sobe;1 oseba;120
Brezovica;4 sobe;2 osebi;194
Brezovica;4 sobe;3 osebe;183
Brezovica;4 sobe;4 osebe;218
Brezovica;4 sobe;5 oseb;108
Brezovica;4 sobe;6 oseb;64
Brezovica;4 sobe;7 oseb ali veè;36
Brezovica;5 sob ali veè;Število oseb -SKUPAJ;1205
Brezovica;5 sob ali veè;1 oseba;102
Brezovica;5 sob ali veè;2 osebi;155
Brezovica;5 sob ali veè;3 osebe;230
Brezovica;5 sob ali veè;4 osebe;283
Brezovica;5 sob ali veè;5 oseb;198
Brezovica;5 sob ali veè;6 oseb;116
Brezovica;5 sob ali veè;7 oseb ali veè;121
Brežice;Število sob - SKUPAJ;Število oseb -SKUPAJ;7842
Brežice;Število sob - SKUPAJ;1 oseba;1756
Brežice;Število sob - SKUPAJ;2 osebi;1802
Brežice;Število sob - SKUPAJ;3 osebe;1513
Brežice;Število sob - SKUPAJ;4 osebe;1284
Brežice;Število sob - SKUPAJ;5 oseb;704
Brežice;Število sob - SKUPAJ;6 oseb;467
Brežice;Število sob - SKUPAJ;7 oseb ali veè;316
Brežice;1 soba;Število oseb -SKUPAJ;548
Brežice;1 soba;1 oseba;298
Brežice;1 soba;2 osebi;131
Brežice;1 soba;3 osebe;67
Brežice;1 soba;4 osebe;36
Brežice;1 soba;5 oseb;10
Brežice;1 soba;6 oseb;5
Brežice;1 soba;7 oseb ali veè;1
Brežice;2 sobi;Število oseb -SKUPAJ;1914
Brežice;2 sobi;1 oseba;670
Brežice;2 sobi;2 osebi;536
Brežice;2 sobi;3 osebe;356
Brežice;2 sobi;4 osebe;219
Brežice;2 sobi;5 oseb;78
Brežice;2 sobi;6 oseb;30
Brežice;2 sobi;7 oseb ali veè;25
Brežice;3 sobe;Število oseb -SKUPAJ;2149
Brežice;3 sobe;1 oseba;430
Brežice;3 sobe;2 osebi;579
Brežice;3 sobe;3 osebe;455
Brežice;3 sobe;4 osebe;380
Brežice;3 sobe;5 oseb;151
Brežice;3 sobe;6 oseb;91
Brežice;3 sobe;7 oseb ali veè;63
Brežice;4 sobe;Število oseb -SKUPAJ;1469
Brežice;4 sobe;1 oseba;209
Brežice;4 sobe;2 osebi;319
Brežice;4 sobe;3 osebe;310
Brežice;4 sobe;4 osebe;282
Brežice;4 sobe;5 oseb;165
Brežice;4 sobe;6 oseb;111
Brežice;4 sobe;7 oseb ali veè;73
Brežice;5 sob ali veè;Število oseb -SKUPAJ;1762
Brežice;5 sob ali veè;1 oseba;149
Brežice;5 sob ali veè;2 osebi;237
Brežice;5 sob ali veè;3 osebe;325
Brežice;5 sob ali veè;4 osebe;367
Brežice;5 sob ali veè;5 oseb;300
Brežice;5 sob ali veè;6 oseb;230
Brežice;5 sob ali veè;7 oseb ali veè;154
Cankova;Število sob - SKUPAJ;Število oseb -SKUPAJ;577
Cankova;Število sob - SKUPAJ;1 oseba;122
Cankova;Število sob - SKUPAJ;2 osebi;98
Cankova;Število sob - SKUPAJ;3 osebe;128
Cankova;Število sob - SKUPAJ;4 osebe;109
Cankova;Število sob - SKUPAJ;5 oseb;64
Cankova;Število sob - SKUPAJ;6 oseb;35
Cankova;Število sob - SKUPAJ;7 oseb ali veè;21
Cankova;1 soba;Število oseb -SKUPAJ;50
Cankova;1 soba;1 oseba;25
Cankova;1 soba;2 osebi;5
Cankova;1 soba;3 osebe;6
Cankova;1 soba;4 osebe;5
Cankova;1 soba;5 oseb;4
Cankova;1 soba;6 oseb;5
Cankova;1 soba;7 oseb ali veè;0
Cankova;2 sobi;Število oseb -SKUPAJ;147
Cankova;2 sobi;1 oseba;40
Cankova;2 sobi;2 osebi;33
Cankova;2 sobi;3 osebe;29
Cankova;2 sobi;4 osebe;24
Cankova;2 sobi;5 oseb;11
Cankova;2 sobi;6 oseb;7
Cankova;2 sobi;7 oseb ali veè;3
Cankova;3 sobe;Število oseb -SKUPAJ;142
Cankova;3 sobe;1 oseba;29
Cankova;3 sobe;2 osebi;27
Cankova;3 sobe;3 osebe;31
Cankova;3 sobe;4 osebe;25
Cankova;3 sobe;5 oseb;17
Cankova;3 sobe;6 oseb;4
Cankova;3 sobe;7 oseb ali veè;9
Cankova;4 sobe;Število oseb -SKUPAJ;96
Cankova;4 sobe;1 oseba;16
Cankova;4 sobe;2 osebi;20
Cankova;4 sobe;3 osebe;18
Cankova;4 sobe;4 osebe;25
Cankova;4 sobe;5 oseb;11
Cankova;4 sobe;6 oseb;6
Cankova;4 sobe;7 oseb ali veè;0
Cankova;5 sob ali veè;Število oseb -SKUPAJ;142
Cankova;5 sob ali veè;1 oseba;12
Cankova;5 sob ali veè;2 osebi;13
Cankova;5 sob ali veè;3 osebe;44
Cankova;5 sob ali veè;4 osebe;30
Cankova;5 sob ali veè;5 oseb;21
Cankova;5 sob ali veè;6 oseb;13
Cankova;5 sob ali veè;7 oseb ali veè;9
Celje;Število sob - SKUPAJ;Število oseb -SKUPAJ;17744
Celje;Število sob - SKUPAJ;1 oseba;5060
Celje;Število sob - SKUPAJ;2 osebi;4604
Celje;Število sob - SKUPAJ;3 osebe;3597
Celje;Število sob - SKUPAJ;4 osebe;2593
Celje;Število sob - SKUPAJ;5 oseb;1035
Celje;Število sob - SKUPAJ;6 oseb;508
Celje;Število sob - SKUPAJ;7 oseb ali veè;347
Celje;1 soba;Število oseb -SKUPAJ;2731
Celje;1 soba;1 oseba;1496
Celje;1 soba;2 osebi;646
Celje;1 soba;3 osebe;333
Celje;1 soba;4 osebe;167
Celje;1 soba;5 oseb;52
Celje;1 soba;6 oseb;25
Celje;1 soba;7 oseb ali veè;12
Celje;2 sobi;Število oseb -SKUPAJ;5634
Celje;2 sobi;1 oseba;1794
Celje;2 sobi;2 osebi;1635
Celje;2 sobi;3 osebe;1169
Celje;2 sobi;4 osebe;661
Celje;2 sobi;5 oseb;213
Celje;2 sobi;6 oseb;97
Celje;2 sobi;7 oseb ali veè;65
Celje;3 sobe;Število oseb -SKUPAJ;5146
Celje;3 sobe;1 oseba;1195
Celje;3 sobe;2 osebi;1380
Celje;3 sobe;3 osebe;1169
Celje;3 sobe;4 osebe;867
Celje;3 sobe;5 oseb;309
Celje;3 sobe;6 oseb;134
Celje;3 sobe;7 oseb ali veè;92
Celje;4 sobe;Število oseb -SKUPAJ;2107
Celje;4 sobe;1 oseba;335
Celje;4 sobe;2 osebi;507
Celje;4 sobe;3 osebe;499
Celje;4 sobe;4 osebe;442
Celje;4 sobe;5 oseb;179
Celje;4 sobe;6 oseb;92
Celje;4 sobe;7 oseb ali veè;53
Celje;5 sob ali veè;Število oseb -SKUPAJ;2126
Celje;5 sob ali veè;1 oseba;240
Celje;5 sob ali veè;2 osebi;436
Celje;5 sob ali veè;3 osebe;427
Celje;5 sob ali veè;4 osebe;456
Celje;5 sob ali veè;5 oseb;282
Celje;5 sob ali veè;6 oseb;160
Celje;5 sob ali veè;7 oseb ali veè;125
Cerklje na Gorenjskem;Število sob - SKUPAJ;Število oseb -SKUPAJ;2038
Cerklje na Gorenjskem;Število sob - SKUPAJ;1 oseba;340
Cerklje na Gorenjskem;Število sob - SKUPAJ;2 osebi;335
Cerklje na Gorenjskem;Število sob - SKUPAJ;3 osebe;351
Cerklje na Gorenjskem;Število sob - SKUPAJ;4 osebe;410
Cerklje na Gorenjskem;Število sob - SKUPAJ;5 oseb;262
Cerklje na Gorenjskem;Število sob - SKUPAJ;6 oseb;184
Cerklje na Gorenjskem;Število sob - SKUPAJ;7 oseb ali veè;156
Cerklje na Gorenjskem;1 soba;Število oseb -SKUPAJ;71
Cerklje na Gorenjskem;1 soba;1 oseba;37
Cerklje na Gorenjskem;1 soba;2 osebi;11
Cerklje na Gorenjskem;1 soba;3 osebe;4
Cerklje na Gorenjskem;1 soba;4 osebe;9
Cerklje na Gorenjskem;1 soba;5 oseb;6
Cerklje na Gorenjskem;1 soba;6 oseb;2
Cerklje na Gorenjskem;1 soba;7 oseb ali veè;2
Cerklje na Gorenjskem;2 sobi;Število oseb -SKUPAJ;232
Cerklje na Gorenjskem;2 sobi;1 oseba;89
Cerklje na Gorenjskem;2 sobi;2 osebi;39
Cerklje na Gorenjskem;2 sobi;3 osebe;40
Cerklje na Gorenjskem;2 sobi;4 osebe;35
Cerklje na Gorenjskem;2 sobi;5 oseb;16
Cerklje na Gorenjskem;2 sobi;6 oseb;5
Cerklje na Gorenjskem;2 sobi;7 oseb ali veè;8
Cerklje na Gorenjskem;3 sobe;Število oseb -SKUPAJ;390
Cerklje na Gorenjskem;3 sobe;1 oseba;87
Cerklje na Gorenjskem;3 sobe;2 osebi;88
Cerklje na Gorenjskem;3 sobe;3 osebe;74
Cerklje na Gorenjskem;3 sobe;4 osebe;71
Cerklje na Gorenjskem;3 sobe;5 oseb;36
Cerklje na Gorenjskem;3 sobe;6 oseb;18
Cerklje na Gorenjskem;3 sobe;7 oseb ali veè;16
Cerklje na Gorenjskem;4 sobe;Število oseb -SKUPAJ;476
Cerklje na Gorenjskem;4 sobe;1 oseba;76
Cerklje na Gorenjskem;4 sobe;2 osebi;90
Cerklje na Gorenjskem;4 sobe;3 osebe;87
Cerklje na Gorenjskem;4 sobe;4 osebe;113
Cerklje na Gorenjskem;4 sobe;5 oseb;44
Cerklje na Gorenjskem;4 sobe;6 oseb;39
Cerklje na Gorenjskem;4 sobe;7 oseb ali veè;27
Cerklje na Gorenjskem;5 sob ali veè;Število oseb -SKUPAJ;869
Cerklje na Gorenjskem;5 sob ali veè;1 oseba;51
Cerklje na Gorenjskem;5 sob ali veè;2 osebi;107
Cerklje na Gorenjskem;5 sob ali veè;3 osebe;146
Cerklje na Gorenjskem;5 sob ali veè;4 osebe;182
Cerklje na Gorenjskem;5 sob ali veè;5 oseb;160
Cerklje na Gorenjskem;5 sob ali veè;6 oseb;120
Cerklje na Gorenjskem;5 sob ali veè;7 oseb ali veè;103
Cerknica;Število sob - SKUPAJ;Število oseb -SKUPAJ;3622
Cerknica;Število sob - SKUPAJ;1 oseba;802
Cerknica;Število sob - SKUPAJ;2 osebi;783
Cerknica;Število sob - SKUPAJ;3 osebe;682
Cerknica;Število sob - SKUPAJ;4 osebe;641
Cerknica;Število sob - SKUPAJ;5 oseb;376
Cerknica;Število sob - SKUPAJ;6 oseb;177
Cerknica;Število sob - SKUPAJ;7 oseb ali veè;161
Cerknica;1 soba;Število oseb -SKUPAJ;213
Cerknica;1 soba;1 oseba;116
Cerknica;1 soba;2 osebi;49
Cerknica;1 soba;3 osebe;23
Cerknica;1 soba;4 osebe;14
Cerknica;1 soba;5 oseb;5
Cerknica;1 soba;6 oseb;3
Cerknica;1 soba;7 oseb ali veè;3
Cerknica;2 sobi;Število oseb -SKUPAJ;733
Cerknica;2 sobi;1 oseba;259
Cerknica;2 sobi;2 osebi;181
Cerknica;2 sobi;3 osebe;136
Cerknica;2 sobi;4 osebe;95
Cerknica;2 sobi;5 oseb;39
Cerknica;2 sobi;6 oseb;14
Cerknica;2 sobi;7 oseb ali veè;9
Cerknica;3 sobe;Število oseb -SKUPAJ;906
Cerknica;3 sobe;1 oseba;224
Cerknica;3 sobe;2 osebi;228
Cerknica;3 sobe;3 osebe;181
Cerknica;3 sobe;4 osebe;152
Cerknica;3 sobe;5 oseb;68
Cerknica;3 sobe;6 oseb;22
Cerknica;3 sobe;7 oseb ali veè;31
Cerknica;4 sobe;Število oseb -SKUPAJ;809
Cerknica;4 sobe;1 oseba;122
Cerknica;4 sobe;2 osebi;179
Cerknica;4 sobe;3 osebe;159
Cerknica;4 sobe;4 osebe;185
Cerknica;4 sobe;5 oseb;101
Cerknica;4 sobe;6 oseb;31
Cerknica;4 sobe;7 oseb ali veè;32
Cerknica;5 sob ali veè;Število oseb -SKUPAJ;961
Cerknica;5 sob ali veè;1 oseba;81
Cerknica;5 sob ali veè;2 osebi;146
Cerknica;5 sob ali veè;3 osebe;183
Cerknica;5 sob ali veè;4 osebe;195
Cerknica;5 sob ali veè;5 oseb;163
Cerknica;5 sob ali veè;6 oseb;107
Cerknica;5 sob ali veè;7 oseb ali veè;86
Cerkno;Število sob - SKUPAJ;Število oseb -SKUPAJ;1478
Cerkno;Število sob - SKUPAJ;1 oseba;319
Cerkno;Število sob - SKUPAJ;2 osebi;320
Cerkno;Število sob - SKUPAJ;3 osebe;266
Cerkno;Število sob - SKUPAJ;4 osebe;237
Cerkno;Število sob - SKUPAJ;5 oseb;159
Cerkno;Število sob - SKUPAJ;6 oseb;103
Cerkno;Število sob - SKUPAJ;7 oseb ali veè;74
Cerkno;1 soba;Število oseb -SKUPAJ;73
Cerkno;1 soba;1 oseba;46
Cerkno;1 soba;2 osebi;13
Cerkno;1 soba;3 osebe;2
Cerkno;1 soba;4 osebe;8
Cerkno;1 soba;5 oseb;3
Cerkno;1 soba;6 oseb;1
Cerkno;1 soba;7 oseb ali veè;0
Cerkno;2 sobi;Število oseb -SKUPAJ;167
Cerkno;2 sobi;1 oseba;66
Cerkno;2 sobi;2 osebi;43
Cerkno;2 sobi;3 osebe;19
Cerkno;2 sobi;4 osebe;23
Cerkno;2 sobi;5 oseb;9
Cerkno;2 sobi;6 oseb;6
Cerkno;2 sobi;7 oseb ali veè;1
Cerkno;3 sobe;Število oseb -SKUPAJ;355
Cerkno;3 sobe;1 oseba;96
Cerkno;3 sobe;2 osebi;90
Cerkno;3 sobe;3 osebe;77
Cerkno;3 sobe;4 osebe;52
Cerkno;3 sobe;5 oseb;24
Cerkno;3 sobe;6 oseb;9
Cerkno;3 sobe;7 oseb ali veè;7
Cerkno;4 sobe;Število oseb -SKUPAJ;402
Cerkno;4 sobe;1 oseba;57
Cerkno;4 sobe;2 osebi;104
Cerkno;4 sobe;3 osebe;78
Cerkno;4 sobe;4 osebe;71
Cerkno;4 sobe;5 oseb;44
Cerkno;4 sobe;6 oseb;28
Cerkno;4 sobe;7 oseb ali veè;20
Cerkno;5 sob ali veè;Število oseb -SKUPAJ;481
Cerkno;5 sob ali veè;1 oseba;54
Cerkno;5 sob ali veè;2 osebi;70
Cerkno;5 sob ali veè;3 osebe;90
Cerkno;5 sob ali veè;4 osebe;83
Cerkno;5 sob ali veè;5 oseb;79
Cerkno;5 sob ali veè;6 oseb;59
Cerkno;5 sob ali veè;7 oseb ali veè;46
Cerkvenjak;Število sob - SKUPAJ;Število oseb -SKUPAJ;610
Cerkvenjak;Število sob - SKUPAJ;1 oseba;111
Cerkvenjak;Število sob - SKUPAJ;2 osebi;120
Cerkvenjak;Število sob - SKUPAJ;3 osebe;117
Cerkvenjak;Število sob - SKUPAJ;4 osebe;101
Cerkvenjak;Število sob - SKUPAJ;5 oseb;94
Cerkvenjak;Število sob - SKUPAJ;6 oseb;40
Cerkvenjak;Število sob - SKUPAJ;7 oseb ali veè;27
Cerkvenjak;1 soba;Število oseb -SKUPAJ;32
Cerkvenjak;1 soba;1 oseba;14
Cerkvenjak;1 soba;2 osebi;8
Cerkvenjak;1 soba;3 osebe;3
Cerkvenjak;1 soba;4 osebe;4
Cerkvenjak;1 soba;5 oseb;1
Cerkvenjak;1 soba;6 oseb;0
Cerkvenjak;1 soba;7 oseb ali veè;2
Cerkvenjak;2 sobi;Število oseb -SKUPAJ;148
Cerkvenjak;2 sobi;1 oseba;48
Cerkvenjak;2 sobi;2 osebi;36
Cerkvenjak;2 sobi;3 osebe;35
Cerkvenjak;2 sobi;4 osebe;13
Cerkvenjak;2 sobi;5 oseb;7
Cerkvenjak;2 sobi;6 oseb;6
Cerkvenjak;2 sobi;7 oseb ali veè;3
Cerkvenjak;3 sobe;Število oseb -SKUPAJ;201
Cerkvenjak;3 sobe;1 oseba;24
Cerkvenjak;3 sobe;2 osebi;41
Cerkvenjak;3 sobe;3 osebe;39
Cerkvenjak;3 sobe;4 osebe;36
Cerkvenjak;3 sobe;5 oseb;37
Cerkvenjak;3 sobe;6 oseb;15
Cerkvenjak;3 sobe;7 oseb ali veè;9
Cerkvenjak;4 sobe;Število oseb -SKUPAJ;102
Cerkvenjak;4 sobe;1 oseba;15
Cerkvenjak;4 sobe;2 osebi;18
Cerkvenjak;4 sobe;3 osebe;19
Cerkvenjak;4 sobe;4 osebe;21
Cerkvenjak;4 sobe;5 oseb;20
Cerkvenjak;4 sobe;6 oseb;6
Cerkvenjak;4 sobe;7 oseb ali veè;3
Cerkvenjak;5 sob ali veè;Število oseb -SKUPAJ;127
Cerkvenjak;5 sob ali veè;1 oseba;10
Cerkvenjak;5 sob ali veè;2 osebi;17
Cerkvenjak;5 sob ali veè;3 osebe;21
Cerkvenjak;5 sob ali veè;4 osebe;27
Cerkvenjak;5 sob ali veè;5 oseb;29
Cerkvenjak;5 sob ali veè;6 oseb;13
Cerkvenjak;5 sob ali veè;7 oseb ali veè;10
Cirkulane;Število sob - SKUPAJ;Število oseb -SKUPAJ;780
Cirkulane;Število sob - SKUPAJ;1 oseba;201
Cirkulane;Število sob - SKUPAJ;2 osebi;166
Cirkulane;Število sob - SKUPAJ;3 osebe;152
Cirkulane;Število sob - SKUPAJ;4 osebe;124
Cirkulane;Število sob - SKUPAJ;5 oseb;72
Cirkulane;Število sob - SKUPAJ;6 oseb;40
Cirkulane;Število sob - SKUPAJ;7 oseb ali veè;25
Cirkulane;1 soba;Število oseb -SKUPAJ;103
Cirkulane;1 soba;1 oseba;55
Cirkulane;1 soba;2 osebi;17
Cirkulane;1 soba;3 osebe;15
Cirkulane;1 soba;4 osebe;8
Cirkulane;1 soba;5 oseb;2
Cirkulane;1 soba;6 oseb;4
Cirkulane;1 soba;7 oseb ali veè;2
Cirkulane;2 sobi;Število oseb -SKUPAJ;295
Cirkulane;2 sobi;1 oseba;91
Cirkulane;2 sobi;2 osebi;81
Cirkulane;2 sobi;3 osebe;53
Cirkulane;2 sobi;4 osebe;34
Cirkulane;2 sobi;5 oseb;18
Cirkulane;2 sobi;6 oseb;13
Cirkulane;2 sobi;7 oseb ali veè;5
Cirkulane;3 sobe;Število oseb -SKUPAJ;213
Cirkulane;3 sobe;1 oseba;33
Cirkulane;3 sobe;2 osebi;42
Cirkulane;3 sobe;3 osebe;50
Cirkulane;3 sobe;4 osebe;40
Cirkulane;3 sobe;5 oseb;33
Cirkulane;3 sobe;6 oseb;9
Cirkulane;3 sobe;7 oseb ali veè;6
Cirkulane;4 sobe;Število oseb -SKUPAJ;96
Cirkulane;4 sobe;1 oseba;13
Cirkulane;4 sobe;2 osebi;14
Cirkulane;4 sobe;3 osebe;17
Cirkulane;4 sobe;4 osebe;30
Cirkulane;4 sobe;5 oseb;12
Cirkulane;4 sobe;6 oseb;4
Cirkulane;4 sobe;7 oseb ali veè;6
Cirkulane;5 sob ali veè;Število oseb -SKUPAJ;73
Cirkulane;5 sob ali veè;1 oseba;9
Cirkulane;5 sob ali veè;2 osebi;12
Cirkulane;5 sob ali veè;3 osebe;17
Cirkulane;5 sob ali veè;4 osebe;12
Cirkulane;5 sob ali veè;5 oseb;7
Cirkulane;5 sob ali veè;6 oseb;10
Cirkulane;5 sob ali veè;7 oseb ali veè;6
Èrenšovci;Število sob - SKUPAJ;Število oseb -SKUPAJ;1149
Èrenšovci;Število sob - SKUPAJ;1 oseba;191
Èrenšovci;Število sob - SKUPAJ;2 osebi;219
Èrenšovci;Število sob - SKUPAJ;3 osebe;226
Èrenšovci;Število sob - SKUPAJ;4 osebe;233
Èrenšovci;Število sob - SKUPAJ;5 oseb;134
Èrenšovci;Število sob - SKUPAJ;6 oseb;92
Èrenšovci;Število sob - SKUPAJ;7 oseb ali veè;54
Èrenšovci;1 soba;Število oseb -SKUPAJ;29
Èrenšovci;1 soba;1 oseba;13
Èrenšovci;1 soba;2 osebi;7
Èrenšovci;1 soba;3 osebe;2
Èrenšovci;1 soba;4 osebe;4
Èrenšovci;1 soba;5 oseb;2
Èrenšovci;1 soba;6 oseb;0
Èrenšovci;1 soba;7 oseb ali veè;1
Èrenšovci;2 sobi;Število oseb -SKUPAJ;199
Èrenšovci;2 sobi;1 oseba;79
Èrenšovci;2 sobi;2 osebi;53
Èrenšovci;2 sobi;3 osebe;33
Èrenšovci;2 sobi;4 osebe;19
Èrenšovci;2 sobi;5 oseb;11
Èrenšovci;2 sobi;6 oseb;1
Èrenšovci;2 sobi;7 oseb ali veè;3
Èrenšovci;3 sobe;Število oseb -SKUPAJ;242
Èrenšovci;3 sobe;1 oseba;52
Èrenšovci;3 sobe;2 osebi;51
Èrenšovci;3 sobe;3 osebe;61
Èrenšovci;3 sobe;4 osebe;42
Èrenšovci;3 sobe;5 oseb;21
Èrenšovci;3 sobe;6 oseb;9
Èrenšovci;3 sobe;7 oseb ali veè;6
Èrenšovci;4 sobe;Število oseb -SKUPAJ;269
